COUNTRY,YEAR,QUARTER,UNIT,"Assets - Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","Liabilities - Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","Assets - Other investment, Debt instruments","Liabilities - Portfolio investment, Equity and investment fund shares","Liabilities - Portfolio investment, Total financial assets/liabilities","Assets - Portfolio investment, Equity and investment fund shares","Liabilities - Portfolio investment, Debt securities","Net (net acquisition of financial assets less net incurrence of liabilities) - Direct investment, Total financial assets/liabilities","Net (net acquisition of financial assets less net incurrence of liabilities) - Portfolio investment, Total financial assets/liabilities","Liabilities - Direct investment, Total financial assets/liabilities","Assets - Portfolio investment, Debt securities","Assets - Direct investment, Total financial assets/liabilities","Assets - Portfolio investment, Total financial assets/liabilities"
Italy,2005,4,US dollar,-3893162569,0,-16709938608,28925389781,40216274264,8164232859,11290884483,14456752945,-175881581.2,17632128520,31876159823,32088881466,40040392683
Italy,2006,1,US dollar,12787679163,0,54957203323,3959178966,80629948074,29541751102,76670769108,-5524575569,-39464345698,16473935680,11623851274,10949360111,41165602375
Italy,2006,2,US dollar,-6599487411,0,39232033839,-7457609511,40996091294,8330830534,48453700805,-12372308811,-30553928085,18579224235,2111332674,6206915424,10442163208
Italy,2006,3,US dollar,16302080537,0,-3681443811,11784697945,-2033777889,-2621228771,-13818475834,10630184932,30497748260,7323384417,31085199142,17953569349,28462696074
Italy,2006,4,US dollar,-337637736.5,0,22227388089,13337979286,10846934459,3934381716,-2491044827,9232201314,-4417641835,14618940775,2494910908,23851142089,6429292624
Italy,2007,1,US dollar,9183275664,0,3635565391,834843242.2,19915663906,18371793672,19080820664,15795181719,12766417617,15765038242,14310287852,31560219961,32682081523
Italy,2007,2,US dollar,-4034979158,0,68436913458,-24166734510,20360938932,7313652500,44526325303,-1562492765,4309999455,15810970787,17355937748,14248478023,24669590248
Italy,2007,3,US dollar,14742561475,0,-5128504518,12010015135,8041022488,-7723667935,-3968992648,655316543.1,-20136215035,14568085163,-4371524612,15223401706,-12095192548
Italy,2007,4,US dollar,-241917504.7,0,-1100941938,5268586614,-7813790541,-17315209183,-13082377155,39129794231,-1297952600,19831440953,8203466042,58961235184,-9111743141
Italy,2008,1,US dollar,-110822638.7,-125798671,28788426810,3513377168,28457456497,-33935689097,24942581726,-12671220894,-46313379758,-10318486226,16078268232,-22989707119,-17855923261
Italy,2008,2,US dollar,34164025162,55920958650,37725869662,-13524073612,17688932137,-24640777762,31213005750,35701242262,-25653091462,18243517575,16676618437,53944759837,-7964159325
Italy,2008,3,US dollar,-23106613932,-13674636500,-38027409250,-12175633864,-29289247295,-24161634864,-17115118455,38369049409,17334851773,-10915929841,12205734318,27453119568,-11955900545
Italy,2008,4,US dollar,-35132634802,-87285296081,-68326562855,-6862573786,-5681689186,-35315830069,1180884600,15807511041,-50755632623,-6510680719,-21121491741,9295512370,-56437321809
Italy,2009,1,US dollar,-22935553029,11268438886,37897600914,-1556918079,45558419581,-6574233162,47114034800,-16632314813,-49878704394,40363915495,2252645489,23731600683,-4321587673
Italy,2009,2,US dollar,-5088783453,5732208524,2658217984,9971725411,32578846973,-3910988408,22607121561,-4629388858,-21900989810,1025117910,14588845571,-3604270948,10677857163
Italy,2009,3,US dollar,-14446075909,-37346681986,-3887567755,9116761173,33007137995,14380281900,23888946518,20314615459,-9050967164,-22906327295,9574458627,-2591711836,23956170832
Italy,2009,4,US dollar,-15485887560,-41456303308,-98484214874,3400747020,-5197925802,16731793574,-8598672822,2707591717,33296579580,-1875509765,11366860205,833559895.4,28098653778
Italy,2010,1,US dollar,3168242083,10738280127,-16417883022,938994488.9,1169940114,29472533943,229562717.5,-6679445333,44413471289,6570195606,16109494552,-109249727,45582028495
Italy,2010,2,US dollar,7428809140,-13199288494,-29354343333,-4093088306,-34827467002,7259799284,-30734378695,8445409775,31085105914,-1050910906,-11003431122,7394498868,-3742361087
Italy,2010,3,US dollar,-4516055800,28502276700,-12457239112,1500187776,27482355579,15733897094,25982167803,6586882988,-14858572385,60678851.52,-3110113900,6646270800,12623783194
Italy,2010,4,US dollar,2893114455,-10527948421,-11113362661,5471110339,-7932295030,7042628379,-13403405370,12445825233,2812976542,4350537839,-12163305136,16796363073,-5120676758
Italy,2011,1,US dollar,12298221672,25941176592,10388508941,16946648506,45597811431,17164158767,28651162925,10859097178,-35963064464,6584131358,-7528043811,17443228536,9634746967
Italy,2011,2,US dollar,-7929231095,-82026528.57,-1607432148,-3832221852,10473492543,6917570576,14305714395,1546991548,-11901041952,9807206881,-8345119986,11354198429,-1427549410
Italy,2011,3,US dollar,32763408679,-32832631127,31746262497,-6108527903,-72238569455,-2962438255,-66130041552,10788813042,60545626473,10137556945,-8730504727,20924957285,-11692942982
Italy,2011,4,US dollar,5567878859,-51349863892,21234784483,-947752745.3,-45792770270,-14783864303,-44843669370,-5787628073,13610969725,7936586645,-17396588088,2150306727,-32180452391
Italy,2012,1,US dollar,-1166632538,-37971922892,15528010169,9000111246,-78273178392,6750738846,-87271978815,5893460554,59683085515,-349989761.5,-25340831723,5543470792,-18588782054
Italy,2012,2,US dollar,23104020048,13635600518,22665774077,-518975491.9,-24204760660,8157525881,-23685785168,5287142913,11759600221,-2475705310,-20602686319,2812719024,-12446441860
Italy,2012,3,US dollar,-1570307237,-25916320632,-3494433700,4898458403,19871387917,11307212302,14972929514,2748037665,-39011382734,-2061653371,-30447207118,685134049.2,-19139994817
Italy,2012,4,US dollar,-3432348356,-8283279675,968630231.3,7461175837,35165037806,3048527006,27703861969,-7166826356,-53086642125,4922249475,-20970131325,-2244576881,-17921604319
Italy,2013,1,US dollar,-5055367935,-11859248710,-5191392726,837278806.5,4888968677,7868307774,4050369242,2013959274,-19508332065,6003579581,-22488991790,8018859484,-14619363387
Italy,2013,2,US dollar,-20492163632,18595515137,-4400694752,3192430387,-7338409949,18603352527,-10530840337,-8203135365,27805755178,4916656292,1863992702,-3286479073,20467345229
Italy,2013,3,US dollar,-3065473894,-12886907964,-8413832018,4222806155,21362976385,18182298936,17140170230,15255863815,-1739970927,-9269251.515,1440706521,15246594564,19623005458
Italy,2013,4,US dollar,-29153545886,-27192374156,-23770871222,8842285030,28275713987,18830514956,19433428958,-8323751769,-12604032886,8620445341,-3157472875,296693571.9,15673042081
Italy,2014,1,US dollar,197226971.4,-478001479.4,10068162965,6926227740,61425244546,21252575803,54499016806,-1510703816,-43198185270,7198784457,-3025516527,5688080641,18227059276
Italy,2014,2,US dollar,6046430081,9443947935,17300193823,21065159129,88083186871,23763429968,67018027742,1617865645,-61267749339,1675450694,3053378637,3293316339,26816808605
Italy,2014,3,US dollar,5184261605,-11519108500,-4031025195,2367448536,2033407645,22356879627,-334040890.9,8911733768,35799374368,1702017873,15477227945,10613751641,37834107573
Italy,2014,4,US dollar,987345703.1,-1124824219,7312607227,-2270895117,-14710201172,30441492773,-12440555859,-5575378711,64564910156,6456491016,19413216211,881112304.7,49854708984
Italy,2015,1,US dollar,6621720000,4932505714,5014714143,4844666571,76691454714,43478123429,71846788143,4224161857,-7357091286,4694889571,25857366143,8919051429,69335489571
Italy,2015,2,US dollar,-10545390303,2575281355,-11911505219,14177310703,9119590755,28984625858,-5057719948,2831704219,33928502897,2049172374,14063467794,4880876594,43048093652
Italy,2015,3,US dollar,-8619734100,-12139218000,-8962122300,-1847562300,-23944941000,16401284100,-22097378700,-202320300,42353865000,2736882300,2007639900,2534562000,18408924000
Italy,2015,4,US dollar,-2564028871,11920927052,-3972547080,-3235429852,-34848230065,7207976932,-31612800212,-4732664994,42039777935,3822494985,-16429061.54,-910170009.2,7191547871
Italy,2016,1,US dollar,1247460348,-1834824629,2275623339,-3127466845,13454278616,8044576452,16581745461,-414350787.1,16528849616,9359258603,21938551781,8944907816,29984230229
Italy,2016,2,US dollar,7494735248,-848055773.8,2777919046,-1274906749,-30102027648,18272157758,-28827120898,423463269.2,55813588120,4050567325,7439402714,4474030594,25711560472
Italy,2016,3,US dollar,-20654282689,-25823157348,-24018685227,71464242.42,-43623336856,26926386591,-43694801098,-884370000,68127755606,2581645758,-2423084470,1697275758,24504418750
Italy,2016,4,US dollar,9493639805,8540931094,17428203633,3652229883,-20792355117,1459813008,-24444585000,-11122847227,18482333203,9665192109,-3769834922,-1456576172,-2310021914
Italy,2017,1,US dollar,18643529326,-3860953643,20797613502,10162421834,2996338542,31908769394,-7166083292,3855629658,41601615785,4450851138,12689184932,8306480797,44597954326
Italy,2017,2,US dollar,-10736956745,-3443056135,-9157603531,2537104745,19311533165,31721524229,16774428419,-7071270219,21555471158,9346067871,9146582224,2273695521,40868106453
Italy,2017,3,US dollar,2796740915,1751340069,1877023092,2387977438,-15641076031,20380618069,-18030228077,1175782300,43912708577,-1211020531,7891014477,-35238230.77,28271632546
Italy,2017,4,US dollar,6621617257,-2072198857,13101948229,4633012786,28154824586,14136870271,23520634414,5116918314,-5517229457,-3848873900,8500724857,1269221800,22637595129
Italy,2018,1,US dollar,11345647857,6725031357,11520196286,2961177214,34663842857,24128247214,31702665643,2720251214,7578106071,6792638143,18113701714,9512889357,42241948929
Italy,2018,2,US dollar,12478479757,10259924490,15687163610,-3635237443,-79497436062,15813461600,-75862198619,4782642771,95984089781,7845964786,672000628.6,12628607557,16486653719
Italy,2018,3,US dollar,-5580764483,17036507538,4277151858,5613325726,-7041368815,15414259892,-12654694542,-2907253846,37264016898,7258831403,14808388191,4351577557,30222648083
Italy,2018,4,US dollar,-2428925800,-7778726188,-7948796650,-10842277338,-33680800050,-6107698288,-22838522713,-10189389388,16245724113,22352280988,-11327377650,12162891600,-17435075938
Italy,2019,1,US dollar,6032082057,20427984914,8652306743,1524205257,22359932114,-5593674286,20834591086,2235198171,-24548563657,13804165943,3405042743,16039364114,-2189767314
Italy,2019,2,US dollar,11329143400,-7705210900,10867302700,4646499500,51237348900,6654551400,46590849400,550613000,-41961205400,2133906300,2621592100,2684519300,9277267200
Italy,2019,3,US dollar,14877789636,766128330.3,11568648982,4399956173,35228559885,14000467064,30828603712,-1115278252,-2896610015,14195056988,18331482806,13080890679,32331949870
Italy,2019,4,US dollar,-15501701713,-8335402956,-11420908075,8016556356,28777012756,26179741494,20760456400,11071062.5,13045032944,5627421069,15642304206,5639599237,41822045700
Italy,2020,1,US dollar,37280966297,-5540871211,36618267073,-6475927686,-40861306361,3310188134,-34384276014,1830417156,46202595942,1490797588,2031101447,3321214744,5342392242
Italy,2020,2,US dollar,-18233890613,-18230586374,-21379525865,-1583831755,-9044802761,20840934955,-7460971006,3559766503,54917548768,-2263403516,25031811052,1296362987,45871644594
Italy,2020,3,US dollar,1247227617,-12282912648,6230293530,-227937568.2,24873248786,15842245444,25100017444,10944510005,378727036.4,-838108904.5,9409730379,10106401100,25251975823
Italy,2020,4,US dollar,2888007175,13767241145,4590273280,5143778166,8910951508,31055918548,3768366240,5453931766,28714258868,-15439684788,6569291828,-9985753022,37625210375
Italy,2021,1,US dollar,-14642513114,-32216420486,-3898886895,3674785238,36018919571,26176519371,32344134333,9706252419,4261546029,4410947133,14103946229,14118404400,40280465600
Italy,2021,2,US dollar,11694279422,3138813089,16481481867,-2122286222,11910125578,29540777200,14033617644,4777555689,28518221111,7436442689,10887569489,12213998378,40428346689
Italy,2021,3,US dollar,4736412312,14473287797,6515219226,3080200441,-17551130641,27165411083,-20631331082,31485707530,52198375708,4444070288,7481833983,35929777818,34647245067
Italy,2021,4,US dollar,9649070342,-7947504015,12000159300,457410303,-25819668080,15037363712,-26277078383,-14175145291,62093448636,9962396400,21236416844,-4212748891,36273780556
Italy,2022,1,US dollar,-244527193.8,28706146525,15560005650,1003907516,-3509750409,12030064922,-4513657925,-5140679491,46258263625,21308638072,30718448294,16167958581,42748513216
Italy,2022,2,US dollar,-758032495.2,-13628615129,5172081267,-3072586771,-38848100729,6442211557,-35776578610,-4436406471,60985417686,11707982233,15694040748,7271575762,22137316957
Italy,2022,3,US dollar,10123981933,16522209624,27572595315,-2553652097,-26069203130,-2939318009,-23516557994,8906566561,32827922718,6332775252,9697030636,15239341812,6757712627
Italy,2022,4,US dollar,-10116402369,-7015045887,-43015885831,-7978415587,-16080313944,-1886939169,-8101898356,-13969881169,39039944781,22548361781,24846570006,8578480612,22959630837
Italy,2023,1,US dollar,2787669988,27035463052,-2532294523,1281169348,3459371840,-5058151009,2178202492,3833850988,22637210828,5769554089,31154733677,9603405077,26096582668
Italy,2023,2,US dollar,1840956244,51430286163,3548004966,-1303148802,48551818802,-7377977802,49854967603,-8987045411,-26791302305,17835828585,29137405619,8848783174,21760516497
Italy,2023,3,US dollar,-4087086423,17407396315,-11540713008,1998373015,7730089954,-11397039131,5731716938,7924920438,-1235377654,-175238592.3,17891751431,7749681846,6494712300
Italy,2023,4,US dollar,55905365.08,-9282440810,6379662238,1916908960,24498376040,-9283515913,22581467079,-14215014175,-21713858817,18589608992,12068033135,4374594817,2784517222
Italy,2024,1,US dollar,2968542483,18538732387,788281581,2084711619,58456616743,-6627645689,56371905124,5915369219,-27761409727,7528849149,37322852705,13444218368,30695207016
Italy,2024,2,US dollar,14490463581,1337283086,19821291727,3651148908,46697236254,-3412117632,43046087346,-1030418610,-35069764400,3662992800,15038512768,2632574190,11626395137
Italy,2024,3,US dollar,8879024655,6626318127,9704980436,-774333545.5,33036034582,9902682618,33810368127,1959448291,3055597055,6491221636,26188949018,8450669927,36091631636
Italy,2024,4,US dollar,1055319850,-9577988963,2106367150,-2614800600,42340970500,14082324800,44955771100,5450705663,-19599254988,4095239175,8658322575,9547012975,22741715513
Italy,2025,1,US dollar,11378966151,19498831389,8037782619,496705079.4,38104225040,10063539563,37607519960,-2878153373,1686903056,20803734563,29727588532,17925581190,39791128095
Spain,1999,1,US dollar,529401942.9,17081063957,22564636200,NA,13166630100,3045182786,NA,2441754300,2874697414,1920203657,12996144729,4361957957,16041327514
Spain,1999,2,US dollar,-11644002894,8541965271,-7416353663,NA,5517082246,4594397802,NA,17311166688,15399212323,5226431362,16321896768,22537598049,20916294569
Spain,1999,3,US dollar,3950999200,-2369760667,2198844300,NA,14285672267,4690238700,NA,3012532033,-8914913800,3491727000,680519766.7,6504259033,5370758467
Spain,1999,4,US dollar,1082629186,2453821089,9918045900,NA,11947326877,4947086003,NA,2809853506,-6886061382,9168613232,114179492.3,11977428743,5061265495
Spain,2000,1,US dollar,9864523.077,8040572760,183480129.2,2445415271,11210044025,11533600382,8764628754,1717413468,1669077305,4772456265,1344534495,6489869732,12878134877
Spain,2000,2,US dollar,-547787453.2,6921532437,-489929153.2,1272882600,6632240937,6951394785,5360291535,2295668032,6298155915,12355546645,5979002066,14651214677,12931330050
Spain,2000,3,US dollar,2217834231,6576557423,15497682462,14017617577,26824026092,3388307562,12806408515,16028152200,-16985894492,5604331315,6449824038,21631578277,9838131600
Spain,2000,4,US dollar,2951357095,15130155159,6782303698,2923571444,14449406714,14251433952,11525835270,-1281613143,9211811540,17991208889,9409784302,16709595746,23661218254
Spain,2001,1,US dollar,15071495078,14206442038,5104459191,3818419825,6896420719,2712407506,3078924109,1678406006,5999978347,4952128613,10183991559,6630534619,12896399066
Spain,2001,2,US dollar,-10103755452,-3415906960,-8807194087,2003300735,7589159319,-2126325737,5584986066,-318468975.8,5700158408,15275168108,15415643465,14955826615,13288445210
Spain,2001,3,US dollar,-1825055077,2444683532,-2831951317,290228270.8,5130630443,-785218818.5,4840402172,4055183354,-1991535711,4130856369,3924313551,8186039723,3139094732
Spain,2001,4,US dollar,-4473125670,2054251384,-2251344844,2865022210,9380752832,447939682.5,6515730622,-507067720.6,6298031937,4658572698,15231740965,4151504978,15679680648
Spain,2002,1,US dollar,136749096.8,4985205855,16870981516,1557712468,6745412177,747737048.4,5186823113,-4886150419,4211170903,7578179113,10208846032,2692028694,10956583081
Spain,2002,2,US dollar,4506799643,17790143667,11810479635,4683212595,10373449127,708408261.9,5689317714,1729214460,490648523.8,7734605381,10154770571,9462901024,10863178833
Spain,2002,3,US dollar,1180501818,4310799139,3968453612,907018897,10413009788,902100139.4,9505990891,87553884.85,-6890195612,2132773285,2620714036,2220327170,3523797927
Spain,2002,4,US dollar,9521925900,-92940712.5,9144166875,-1124282812,9823733375,-2287540762,10948016187,-3078036500,-5857263612,21869049587,6253011162,18791013087,3966469762
Spain,2003,1,US dollar,-2851327919,20536643729,1788921205,2115155186,7402506581,738319009.5,5287351395,-1650486390,15732204476,11288339624,22395318910,9637853233,23134711057
Spain,2003,2,US dollar,-3478818147,8971688905,5331382632,-2860159411,14122250326,2047032581,16982409737,-2364322631,5516752805,7041792077,17591970550,4677469447,19639003131
Spain,2003,3,US dollar,-970668403,23391646324,-6323404127,-1017908348,3035728876,4711622179,4052512464,4194232300,29197660573,5268378679,27521767270,9462610979,32233389448
Spain,2003,4,US dollar,14549620917,8991111659,14668519511,-1895243584,20244863558,5931850842,22140107142,2696620106,-4110324386,7407382391,10202688330,10104002497,16134539172
Spain,2004,1,US dollar,5565025425,-566125425,13510776975,1828347675,38121611400,6777258675,36293263725,7327137675,-24865778325,-653606175,6478574400,6673531500,13255833075
Spain,2004,2,US dollar,10276510306,31865493744,22461119584,-9962107635,17730624217,7856452962,27692731852,-815519573,1718975525,9716367616,11593146781,8900848043,19449599743
Spain,2004,3,US dollar,10328241552,-11980369164,2390208291,3239489867,26545242691,-2782466400,23305752824,7094861624,-29702859370,4550682861,-375150278.8,11645544485,-3157616679
Spain,2004,4,US dollar,-11074390776,-1619503127,18458183079,15851146394,59444069915,3569914345,43592923521,22944258648,-48961420667,12029482364,6912734903,34973741012,10482649248
Spain,2005,1,US dollar,19589462510,11311245974,15996509348,1660101716,46695278129,3451333110,45035176413,8477533645,-28280737529,7281630987,14963207490,15760475929,18414540600
Spain,2005,2,US dollar,13186871325,8640542848,15714428458,-9048578977,53348205155,3028786700,62396784132,7964260745,-26599170017,3820930914,23718989068,11786451029,26749035138
Spain,2005,3,US dollar,-1651773321,23472504042,2001890709,6881575558,26018479612,6615632733,19136904055,1138186491,5461587267,3016865158,24864434145,4153831727,31480066879
Spain,2005,4,US dollar,9767369705,19404016612,17192424567,-9069785325,46556329912,6866512003,55626115237,102201459.4,-3270446700,14163220847,36419371209,14265422306,43285883212
Spain,2006,1,US dollar,9801162142,18296624812,39121689760,2398591569,83225717095,14040477366,80825923225,36749548825,-55707439483,2813385600,13476597945,39562934425,27517075311
Spain,2006,2,US dollar,12296814198,-28240018200,34134889224,-5299721826,71196452942,8440297723,76497433011,14253382916,-98889135198,10653548124,-36132979979,24908189284,-27692682256
Spain,2006,3,US dollar,14455624295,442181032.3,15074932600,-5623472322,40392663868,1475635837,46016136189,10407182971,-43540177268,14166358894,-4623149237,24573541865,-3147513400
Spain,2006,4,US dollar,4935696683,14341871640,22300843627,-15479788133,49206189668,3415038175,64685977802,10658785186,-33379742943,7822370460,12411408551,18481155646,15826446725
Spain,2007,1,US dollar,47001543477,24023040234,46974021172,5272487227,82835584180,5770509883,77563096953,10986641914,-64631545508,5625034844,12433528789,16611676758,18204038672
Spain,2007,2,US dollar,-3827365797,12127855832,16684564671,8688753984,67850473119,8202075910,59161719135,26790212439,-52189145729,23151586061,7459251481,49940450361,15661327390
Spain,2007,3,US dollar,26988875238,26047802215,-5039205618,9254113698,9141459702,-12856293942,-112653996.9,21824651160,-23405928605,-4835878892,-1408174962,16988772268,-14264468903
Spain,2007,4,US dollar,-25037737431,42215328872,-18009092325,-7618228486,-35737154734,-9699877912,-28118926248,15527627142,23602167089,46351104177,-2436558341,61878731319,-12136436253
Spain,2008,1,US dollar,14302110806,91028816874,1964855432,-13512873906,-46573962719,-16343344003,-33061088813,-13429008126,47515955148,29315583145,17285336432,15886575019,941992429
Spain,2008,2,US dollar,45401019675,40508170125,54224395875,-1082613262,31558254712,-6656587462,32640867975,-6267596550,-44174682862,22894224187,-5959840687,16628189850,-12616428150
Spain,2008,3,US dollar,-13670121432,-10885829386,-8121102636,6703371227,23094573750,-7451367523,16391202523,11185328909,-30368348591,6695846114,177592681.8,17881175023,-7273774841
