COUNTRY,YEAR,QUARTER,UNIT,"Assets - Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","Liabilities - Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","Assets - Other investment, Debt instruments","Liabilities - Portfolio investment, Equity and investment fund shares","Liabilities - Portfolio investment, Total financial assets/liabilities","Assets - Portfolio investment, Equity and investment fund shares","Liabilities - Portfolio investment, Debt securities","Net (net acquisition of financial assets less net incurrence of liabilities) - Direct investment, Total financial assets/liabilities","Net (net acquisition of financial assets less net incurrence of liabilities) - Portfolio investment, Total financial assets/liabilities","Liabilities - Direct investment, Total financial assets/liabilities","Assets - Portfolio investment, Debt securities","Assets - Direct investment, Total financial assets/liabilities","Assets - Portfolio investment, Total financial assets/liabilities"
Spain,2022,3,US dollar,12282905473,12190265097,13965536645,655531354.5,18551235245,-7329666252,17895703891,-8558158191,-11194381058,20427202855,14685513479,11869044664,7356854188
Spain,2022,4,US dollar,9198956012,16972247331,17438624400,-1181760712,2148191969,-4661729650,3329952681,7974333512,3855519837,8936682694,10665441456,16911016206,6003711806
Spain,2023,1,US dollar,-3504438098,64261265548,-10984363997,-800462590.8,7873719157,5641866357,8674181748,4168628908,19984739615,16161618689,22217665422,20329174591,27858458772
Spain,2023,2,US dollar,31757856050,22433320139,32062686179,-10701714887,26223011850,4564831182,36923638058,-16164706271,-11063156326,19537433913,10593935663,3372727642,15158766845
Spain,2023,3,US dollar,5113483892,2469666869,9515129031,296055261.5,13652283623,-820682600,13356228362,6349949985,-12300443054,9500979331,2172523169,15850929315,1351840569
Spain,2023,4,US dollar,38409136016,17508055198,44624307468,581630817.5,17632767167,-2269542802,17051136349,2368452294,-14847174841,-2246965635,5054060024,121486658.7,2785592325
Spain,2024,1,US dollar,30722351698,-29968815311,32536702279,-4318176098,45803937317,7456101400,50122113416,434314920.6,-16726553381,17577810625,21621282537,18012125546,29077383937
Spain,2024,2,US dollar,1939168146,-38843659098,5889644508,2771470743,7413199714,11265694787,4641728971,6462458197,21379301892,9705531187,17526806819,16167989384,28792501606
Spain,2024,3,US dollar,35195381745,6711989073,37969802364,1908924400,40311474873,11153698091,38403648818,2978712873,-24373383982,11173468309,4784392800,14152181182,15938090891
Spain,2024,4,US dollar,5724148862,21452473550,8544031863,-63020112.5,3360360575,10920637800,3423380688,12707631838,20741093975,-4346251488,13180816750,8360312213,24101454550
Spain,2025,1,US dollar,24213320278,16221840675,29557109246,9009093611,42639815913,10330834246,33630722302,4802885556,-6984389008,5151210516,25324592659,9954096071,35655426905
Austria,2005,1,US dollar,14605223471,7655350568,18457813394,1536839819,19744195529,2044311671,18207355710,334380677.4,-614998187.1,72231471510,17084885671,72565852187,19129197342
Austria,2005,2,US dollar,6150766837,9296675018,10619014326,2712684637,13038265574,491154600,10325580937,-651094687.7,7148188486,2807137445,19695299460,2156042757,20186454060
Austria,2005,3,US dollar,3280368139,7203634758,1552959703,1701790091,733172648.5,1787184576,-968617442.4,1250419242,6011771733,1527341358,4957759806,2777760600,6744944382
Austria,2005,4,US dollar,3546152962,1682758912,-576368695.3,45158784.37,-3038710833,1363082255,-3083869617,-740366385.9,941204137.5,4530139106,-3460588950,3789772720,-2097506695
Austria,2006,1,US dollar,24746972566,19764634991,28894912874,4224887606,19151461206,4798385440,14926573600,2170154277,2409412283,5546216997,16763690351,7716371274,21560873489
Austria,2006,2,US dollar,-2516487.097,-3579702895,2866278803,2612113606,19892830500,-317077374.2,17280716894,2761844589,-5654546506,2685091732,14556619611,5446936321,14238283994
Austria,2006,3,US dollar,8440942818,5647683963,11455929338,965917067.7,-2162481878,2625051662,-3128398946,847407453.8,10194375.38,-2145916018,-4777339165,-1298508565,-2152287503
Austria,2006,4,US dollar,11117560125,-23196485.71,30061356792,2559345590,11082765397,1605712289,8523419806,-192015354,-11229676473,4415064448,-1752623365,4223049094,-146911076.2
Austria,2007,1,US dollar,22771430664,1259473086,11928953203,1897728437,36250807031,1600225430,34353078594,7302584844,-19240712148,11037754766,15409869453,18340339609,17010094883
Austria,2007,2,US dollar,24139771735,14048953494,30215832900,969311732.3,24622405394,2185332848,23653093661,-6446799310,-1946712297,13110648952,20490360248,6663849642,22675693097
Austria,2007,3,US dollar,-2724303365,4118740034,3088368111,-1258427575,5558513068,-1551053202,6816940643,2192631452,-6483100140,5370298463,626466129.2,7562929915,-924587072.3
Austria,2007,4,US dollar,16192538128,-638836045.3,4910780484,2332258578,-19808263228,-1255942973,-22140521806,7125701830,-2485811006,39347085403,-21038131261,46472787233,-22294074234
Austria,2008,1,US dollar,31579959223,21513070339,38984109571,-2123601374,10826173719,-1924420145,12949775094,8707065155,-15697877013,2129591787,-2947283148,10836656942,-4871703294
Austria,2008,2,US dollar,27619917000,25659340312,31527010462,-121852575,8735892300,1056055650,8857744875,2797922587,353060025,3621208575,8031334462,6419131162,9088952325
Austria,2008,3,US dollar,2063386159,-1625424545,-4540653568,-1882783432,860873000,-2710545932,2743656432,6722936523,-2292149614,-1647999886,1279269318,5074936636,-1431276614
Austria,2008,4,US dollar,-13615757592,-43216949686,-12809171236,-2525195194,4101465263,-3880049400,6626660456,3373956000,-18157418677,2198343206,-10175904014,5572299206,-14055953414
Austria,2009,1,US dollar,799956234.9,8364363238,-1993376286,-1040985394,-2136690921,-192823327,-1095705527,3092990394,-95108803.17,598012885.7,-2038976397,3691003279,-2231799724
Austria,2009,2,US dollar,-3653345742,-8495392039,-433494009.7,-721126827.4,6611465242,3004467916,7332592069,-4465806213,-6158886590,1608562677,-2551889265,-2857243535,452578651.6
Austria,2009,3,US dollar,4730017132,2337117627,1364510536,559249077.3,-5337896564,2349990368,-5897145641,-138739540.9,9209730968,3876125318,1521844036,3737385777,3871834405
Austria,2009,4,US dollar,-30761907203,-15324791765,-30046582754,1350839972,-5174278712,1170530917,-6523640742,2769665326,8065135371,8217363508,1720325742,10987028834,2890856658
Austria,2010,1,US dollar,12229054883,1638745905,14426495594,-373385142.9,-4808370895,2898575035,-4434985752,-352641523.8,11454626438,5564821537,3747680508,5212180013,6646255543
Austria,2010,2,US dollar,1455009659,-1747282341,7497429683,-249067155.6,3248039029,270669919,3495835433,-3043448151,-5665007038,4257015159,-2687637929,1213567008,-2416968010
Austria,2010,3,US dollar,-22923695479,185909672.7,-18925346476,139432254.5,1523426485,2020476652,1385285270,6642397682,3143680924,-923093166.7,2646630758,5719304515,4667107409
Austria,2010,4,US dollar,-23479049982,-18021522339,-23973460152,-55689057.58,-1259116009,4471423842,-1203426952,4433392291,995611687.9,-30906068685,-4734928164,-26472676394,-263504321.2
Austria,2011,1,US dollar,22404924866,15150478867,31192886603,1095759239,8820793475,2363885100,7725034236,2993160069,-3419972656,12310533573,3036935719,15303693642,5400820819
Austria,2011,2,US dollar,-3364526733,-7932109219,-236006152.4,253274895.2,100734333.3,864876204.8,-152540561.9,-1916830457,-5900153810,6622562886,-6664295681,4705732429,-5799419476
Austria,2011,3,US dollar,-1825212315,6249798206,1623195782,-501509575.8,5989860848,-3801583855,6491370424,8043931055,-11842689503,-5584415079,-2051244800,2459515976,-5852828655
Austria,2011,4,US dollar,-6522372378,-4909979372,772492635.9,-1073131131,-4033678825,-1216035528,-2960547694,6041081155,-1131101783,9635261552,-3948745080,15676342706,-5164780608
Austria,2012,1,US dollar,1385539992,4168417385,4215607015,-270029553.8,-4441068585,2577078169,-4171039031,3899698654,2616402862,2878567477,-4401743892,6778266131,-1824665723
Austria,2012,2,US dollar,-5414003589,-5466541848,3641798390,90980888.71,-1171218765,-1433910063,-1262199653,6271274216,-7082413689,-2662792771,-6818440969,3608481445,-8253632453
Austria,2012,3,US dollar,-4290839520,-2788045492,-871420496.9,562610076.9,-3666967457,2385466726,-4229577534,-585114480,3043095394,1111467463,-3009338789,526352983.1,-623872063.1
Austria,2012,4,US dollar,-9295997494,-14439981600,-9813378300,346217231.2,2225126475,871378200,1880205937,3639819356,-6033516019,3891377944,-4679767744,7531197300,-3808389544
Austria,2013,1,US dollar,-705215903.2,-908592774.2,4519192548,707857161.3,2795771661,2805016065,2086593871,4779356468,-1003678065,103009064.5,-1012922468,4882365532,1792093597
Austria,2013,2,US dollar,1891423568,485918209.5,6983114914,-459793574.6,3272110524,-177647517.5,3731904098,-425831549.2,-626991238.1,-3247292121,2822766803,-3673123670,2645119286
Austria,2013,3,US dollar,-7112164270,-5282149185,-1941246103,815694133.3,4604169645,1257969848,3788475512,884551430.3,-5647622530,3930162642,-2301422733,4814714073,-1043452885
Austria,2013,4,US dollar,-7880072391,-10407411670,-16383473478,831558589.1,-4858697484,454567215.6,-5690256073,7083899273,4605555262,-2076855003,-709070417.2,5007044270,-254503201.6
Austria,2014,1,US dollar,-286253034.9,10965271759,-5422372083,2502317200,-1933920025,1202536673,-4436237225,-717687034.9,7763072737,2587234368,4626616038,1869547333,5829152711
Austria,2014,2,US dollar,3995305500,-3172661952,11016568185,1626092081,9960842298,1770054702,8334750218,-419548209.7,-9272563863,-933700427.4,-1081776266,-1353248637,688278435.5
Austria,2014,3,US dollar,-5190889400,-5506372464,-16189053177,-1349419155,-12005588686,864264527.3,-10657495091,-402969963.6,12755855132,-3632031909,-115323640.9,-4035001873,748940886.4
Austria,2014,4,US dollar,-2205905273,-3213247852,-14815184766,-1496016211,-2599593750,1188564258,-1104827344,-1043586914,5337915820,3686923828,1549757813,2643336914,2737072266
Austria,2015,1,US dollar,-4701646429,-599108000,2110391714,426808142.9,-2492154143,1852505000,-2918962286,3162209143,5396476571,-1458355000,1050691286,1703854143,2904322429
Austria,2015,2,US dollar,-8302795510,-654320412.9,-8676377097,922901258.1,-2955494568,284054638.7,-3879501097,-2586334065,1646853742,501793019.4,-1592695465,-2084541045,-1309746097
Austria,2015,3,US dollar,3021464700,-2994785100,-1395120750,-156742650,-7402477350,245674650,-7245734700,3792949800,6223016700,-1814212800,-1425135300,1978737000,-1179460650
Austria,2015,4,US dollar,-8660305972,-4191601234,-10685461625,311056898.5,-2397547714,3438054945,-2708604612,1802815686,3053614905,-4076597803,-2780892483,-2273782117,656067190.8
Austria,2016,1,US dollar,9517946139,1500919606,10244162013,-89261738.71,793437677.4,1644179187,882699416.1,2066243952,256765248.4,-26653995977,-593976261.3,-24587752026,1050202926
Austria,2016,2,US dollar,-8704146345,-2211042883,-8768512762,298118141.5,-7436015008,2056337635,-7733003914,-5300630895,11471902272,7255337346,1979549629,1954706451,4035887265
Austria,2016,3,US dollar,-9431046742,-4217506932,-9816283674,881020113.6,-13811581477,2924450795,-14692601591,4089094621,12342097992,1061913977,-4393934280,5151008598,-1469483485
Austria,2016,4,US dollar,-9509823984,-5331068789,-10330901367,220104843.8,-147815507.8,2836547227,-366841406.3,-77684062.5,2834389336,-10165822734,-149973398.4,-10243506797,2686573828
Austria,2017,1,US dollar,8583327997,4344371446,12292015680,1179794991,-8064771895,2463940080,-9243502089,-62823018.46,10126218738,4543488471,-402493236.9,4480665452,2061446843
Austria,2017,2,US dollar,4550697434,-1720425937,5168992726,1202424534,-1101028515,2318882877,-2302350918,-1337986603,4687361634,-1160543569,1267450242,-2498530173,3586333119
Austria,2017,3,US dollar,-4316683269,-119809984.6,-2050865031,905622530.8,579081592.3,3352330354,-326540938.5,-2936519231,172667330.8,4158111231,-2600581431,1221592000,751748923.1
Austria,2017,4,US dollar,-9140045300,-12026995071,-10531715214,1983894929,-1313962457,4849651757,-3297857386,-1682484186,6348463771,6490927443,186026942.9,4808443257,5034501314
Austria,2018,1,US dollar,15794174357,7725611786,19081093357,-1774985429,-2296172286,1419742500,-521186857.1,-2599788214,1692628071,6308327714,-2023286714,3708539500,-603544214.3
Austria,2018,2,US dollar,1633533443,-4732600171,-1318979957,-985362623.8,613617595.2,1013958395,1598980219,1739576095,-524255809.5,-451574890.5,-923405119,1288001205,89361785.71
Austria,2018,3,US dollar,1202440191,3508473942,1457115628,118615956.9,1233838532,1844361840,1115222575,783795636.9,2267658000,-3785244508,1655971791,-3001448871,3501496532
Austria,2018,4,US dollar,-7057353488,-2888915038,-10553499975,-988463225,-3927600413,-850352312.5,-2937995775,351555050,721372700,-29910714563,-2354733988,-29559159513,-3206227713
Austria,2019,1,US dollar,14671895314,7374563886,18722056229,-275992457.1,4119442971,1886516343,4396571200,2093226743,-1237990857,2396477714,994935771.4,4489704457,2882587886
Austria,2019,2,US dollar,3098040900,-815806200,4801570100,845022400,5047660400,2286729500,4202638000,-614663900,-1855228700,3489088500,905702200,2874424600,3192431700
Austria,2019,3,US dollar,-618239987.9,150112227.3,-1075248324,533732363.6,1991488882,787255236.4,1457756518,1279845730,531508478.8,8391829476,1736854067,9671675206,2524109303
Austria,2019,4,US dollar,-7399898175,-3618023225,-8597787137,1930793300,5172400400,4316607269,3241607100,1586483256,-796009393.7,-26913752937,59783737.5,-25327269681,4376391006
Austria,2020,1,US dollar,11827141216,8481667931,14727139481,230456135.9,8953606812,-1393763425,8723150677,3798666930,-8832314109,6019426058,1515056128,9818092987,121292703.1
Austria,2020,2,US dollar,4089546110,-6397006142,4618224303,2100394406,23779504581,3449625213,21679110174,-886637387.1,-13800703677,-299584309.7,6530277103,-1186221697,9978800903
Austria,2020,3,US dollar,-7029828385,-1545299821,-2455881183,887203150,-7389852852,1808304708,-8277056002,8486291000,8031584774,-13449485433,-1166572785,-4963194433,641731922.7
Austria,2020,4,US dollar,-17211139003,-4172758818,-26172192246,1582976258,10270855754,5233245551,8686686597,2719808492,1013963692,-4274155188,6051573895,-1554346695,11283626548
Austria,2021,1,US dollar,7398969229,14524438048,10820736467,860261200,12155707629,7898980990,11295446429,274705257.1,-7051973114,6213399171,-2795246476,6488104429,5103734514
Austria,2021,2,US dollar,-7969425933,-9266914556,-7655906378,1483188667,358135800,4626825133,-1123847022,1373456822,5195983711,-1481982822,927294377.8,-108526000,5554119511
Austria,2021,3,US dollar,4109291518,4943880845,8393045212,908853631.8,2930493033,3682566467,2021639402,6735654542,954826772.7,4282574895,202753339.4,11018229438,3886498605
Austria,2021,4,US dollar,-10068744295,-9868627288,-375076448.5,420817478.8,-9112756762,-315613109.1,-9533574241,1708427482,14896710044,9984123389,6099566391,11692550871,5783953282
Austria,2022,1,US dollar,9763140800,6813110894,3624162216,483445965.6,11460249259,2964611803,10976803294,1538950963,-2413864775,7842817150,6081772681,9381768113,9046384484
Austria,2022,2,US dollar,10065223610,9536091376,11966692762,-1021001633,4433212514,821911638.1,5454214148,-3186504576,-704799876.2,-72396361.9,2906501000,-3258900938,3728412638
Austria,2022,3,US dollar,2863795964,866993081.8,17492919648,-916334151.5,-1757146258,-8055684.848,-841819066.7,-1177136948,-1368459464,4110413194,-3117550036,2933276245,-3126612682
Austria,2022,4,US dollar,-14070912525,-11106305556,-10114361331,-685788600,3298316600,2049201650,3984105200,2937052962,5344456694,2420670475,6593571644,5357723437,8642773294
Austria,2023,1,US dollar,17348363495,26761846483,28511919520,-541868107.7,21937610815,2313401268,22480551929,4632167566,-18513648178,-99789572.31,1110561369,4532377994,3423962637
Austria,2023,2,US dollar,-7026334474,-881830016.1,-5594721547,167656571,1537214794,4325321795,1368469544,1011382821,8982690695,-1279197863,6194583694,-267815041.9,10519905489
Austria,2023,3,US dollar,1882998538,-282994000,13889563208,7619069.231,8359207385,-225306761.5,8351588315,1617419554,-5760016338,111020723.1,2824497808,1728440277,2599191046
Austria,2023,4,US dollar,-13205492294,-20703261833,-10171551135,-822453928.6,6408690024,-1491168103,7232219056,-1815849262,-30102888.89,4192902381,7870830341,2377053119,6379662238
Austria,2024,1,US dollar,15111987663,25473655883,29943842203,-396312365.1,16425790298,-225843758.7,16822102663,4983763714,-23557241295,5421335997,-6905607238,10405099711,-7130365210
Austria,2024,2,US dollar,3158012311,-9588168984,8337023295,-191655707.9,7133253175,1853030749,7324908883,-1481563225,-5086413283,1450338419,194885860.3,-31224806.35,2046839892
Austria,2024,3,US dollar,2749158673,-9992746945,10634180691,-258111181.8,11498578564,1606879400,11756689745,-529402509.1,-2966631073,131801454.5,6925068091,-397601054.5,8531947491
Austria,2024,4,US dollar,-8017440075,-8112504313,-17603974138,-671858487.5,-180515237.5,1027548275,491343250,-1469757200,4542788788,2301836313,3334725275,832079112.5,4362273550
Austria,2025,1,US dollar,4372477976,2360401468,21504593849,211520595.2,16322865437,6629750000,16111344841,2994963254,-2047856111,6418229405,7645259325,9413192659,14275009325
France,1999,1,US dollar,NA,NA,62047409544,1344815529,23248820914,2350903543,21904005386,7937664300,29573603871,5004642943,50471521243,12942307243,52822424786
France,1999,2,US dollar,NA,NA,13468597115,17884013158,43149501874,6373181215,25265488715,29830292972,-19748406469,11241319305,17027914189,41071612277,23401095405
France,1999,3,US dollar,NA,NA,-28194956286,4335823167,20471167033,-997186900,16135343867,8368610567,4540293667,4856960800,26008647600,13225571367,25011460700
France,1999,4,US dollar,NA,NA,-21834163370,25807679248,30690409537,13054867952,4882730289,33318613851,-5065417477,24868293425,12570124108,58186907275,25624992060
France,2000,1,US dollar,NA,NA,-944429439.4,-826647033.8,21472107382,7910361055,22298754415,16722133351,5303167606,848281905.9,18864913932,17570415257,26775274988
France,2000,2,US dollar,NA,NA,-19411862792,12956526406,33532617644,3298856298,20576091237,16850327472,-8265338115,10587522046,21968423231,27437849518,25267279529
France,2000,3,US dollar,NA,NA,4802405909,13449127823,37351949400,14816037900,23902821577,56792069379,-5011400123,17430240749,17524511377,74222310128,32340549277
France,2000,4,US dollar,NA,NA,12334099880,24387118381,39978341683,6523549825,15591223302,41842568693,-26919085810,12523037964,6535706048,54365606657,13059255873
France,2001,1,US dollar,NA,NA,34383882683,6201239353,40043554519,9812858878,33842315166,17782647934,-2338505178,8253964058,27892190463,26036611992,37705049341
France,2001,2,US dollar,NA,NA,20896478833,6130309655,28614219347,8110052411,22483909692,2945504724,-2030348785,14636222493,18473818150,17581727218,26583870561
France,2001,3,US dollar,NA,NA,-6326360235,-1082569255,19369621126,-6139307225,20452190382,21771507562,-15812099132,5658074031,9696829218,27429581593,3557521994
France,2001,4,US dollar,NA,NA,12702058048,2404540216,18898575206,7367711898,16494034990,-5268769572,-1239001162,21593793337,10291862146,16325023765,17659574044
France,2002,1,US dollar,NA,NA,-10753200357,-3641383000,14221029468,13037623823,17862412468,9880861213,23448963710,5902866805,24632369355,15783728018,37669993177
France,2002,2,US dollar,NA,NA,4764054749,600906619,25209594659,489729706.3,24608688040,-11401722555,-277482873,16227839749,24442382079,4826117194,24932111786
France,2002,3,US dollar,NA,NA,-16098042899,259710400,16493577903,-4085520042,16233867503,3760005520,1621222497,13150907321,22200320442,16910912841,18114800400
France,2002,4,US dollar,NA,NA,52867097726,-1592983825,20911660312,6933577025,22504644137,-787199840,-16934197562,16268869979,-2956114275,15481670139,3977462750
France,2003,1,US dollar,NA,NA,10149736885,2048620624,49802192724,9597073986,47753572100,5488458547,6442047986,6024577950,46647166724,11513036498,56244240710
France,2003,2,US dollar,NA,NA,13864342416,6433368505,75021469600,10671863187,68588101095,5576907132,-16567317019,5910740617,47782289394,11487647748,58454152581
France,2003,3,US dollar,NA,NA,-15236006045,5096290306,33080334185,12367867624,27984043879,1072544720,-11041774870,10421403035,9670691691,11493947754,22038559315
France,2003,4,US dollar,NA,NA,3239509896,7162451287,41151992283,15477029948,33989540995,-1895001031,14995490644,19994079077,40670452978,18099078046,56147482927
France,2004,1,US dollar,65024476467,66077565987,43602739037,4064105700,51544907625,17068744050,47480801925,1729469433,38857699425,13470718290,73333863000,15200187723,90402607050
France,2004,2,US dollar,8657423280,44139560821,20136563557,4187217187,46535209195,27961359422,42347992008,6819412012,2594725495,10305212500,21168575268,17124624512,49129934690
France,2004,3,US dollar,-9982998204,-12963448636,-13502693557,2316889018,27586376364,114866860.6,25269487345,9439594858,244397575.8,1262549322,27715907079,10702144181,27830773939
France,2004,4,US dollar,56082452480,72836444616,66010144204,21244299436,40744518582,15749927448,19500219145,7525134179,24535212842,10570055701,49529803976,18095189880,65279731424
France,2005,1,US dollar,36593171043,43916442259,16486226242,10561184219,55913694452,36804166561,45352510232,7042513398,16801645568,21546294950,35911173458,28588808348,72715340019
France,2005,2,US dollar,79333041517,69404633377,80748460919,-958381155.4,55223408231,-9530917982,56181789386,-7249867563,556641880,19616218532,65310968092,12366350969,55780050111
France,2005,3,US dollar,8047333488,15701300941,20224528471,26662598012,60370241024,1604196394,33707643012,4929567427,-21936623236,18724970819,36829421394,23654538246,38433617788
France,2005,4,US dollar,163999000000,159144000000,148203000000,27878419017,53623679667,25003705875,25745260650,28938151891,22913329514,25249577630,51533303306,54187729521,76537009181
France,2006,1,US dollar,23451159621,113972000000,54585641000,24148226400,51085792369,24292502585,26937565969,5857805464,47405547360,22513295890,74198837145,28371101353,98491339729
France,2006,2,US dollar,6868673520,48969263582,-15579323685,972622262.9,9864629419,-17263101484,8892007156,32540148571,35721534339,13517653941,62849265242,46057802511,45586163758
France,2006,3,US dollar,48591858543,131472000000,61653729529,32430856692,45665704535,36866684282,13234847843,13640157094,49168746777,11165071066,57967767031,24805228160,94834451312
France,2006,4,US dollar,77477575465,32704235505,45175820082,36467452930,84610470337,28286825635,48143017406,-555533925.1,1940772638,31761032890,58264417340,31205498965,86551242975
France,2007,1,US dollar,142756000000,190193000000,167880000000,-1518969102,61600160234,3550377305,63119129336,-2328255918,34931046992,26588914557,92980829922,24260658639,96531207227
France,2007,2,US dollar,52248183419,87466155580,77788821600,3479546010,83374290361,7859648677,79894744352,22375830648,-8235779377,34565425841,67278862306,56941256489,75138510984
France,2007,3,US dollar,-42953233880,28424949924,-39044723794,1483735569,-33183471240,13120069154,-34667206809,475173185.2,73690826109,17518952201,27387285715,17994125387,40507354869
France,2007,4,US dollar,102659000000,76200608300,68379790066,-13821167139,1563047830,15584122847,15384214969,27926652533,68067183894,5104305796,54046108877,33030958330,69630231723
France,2008,1,US dollar,81027749150,67891956759,141542000000,17461125099,25462288983,13789055903,8001163884,25221396509,65796436943,19843506320,77469670023,45064902829,91258725926
France,2008,2,US dollar,-31943127633,-49047359562,-88127186543,-22655802440,97163026525,24370363465,119819000000,18092926539,38899733319,19508272317,111692000000,37601198856,136063000000
France,2008,3,US dollar,-21971719939,-32104454013,-29704464775,-18950738989,32785452716,-3727417548,51736191706,24504652119,-58370592256,15138919767,-21857721992,39643571886,-25585139540
France,2008,4,US dollar,-54649366315,-168069000000,-81297930717,5970880708,29451936715,22512287804,23481056008,182810425.3,-73428543138,13506748501,-66488894227,13689558926,-43976606423
France,2009,1,US dollar,-75555637085,-75421275706,-83618385908,4625684391,107061000000,-18374869642,102436000000,17381626261,-85151252832,-1597285903,40284986914,15784340358,21910117273
France,2009,2,US dollar,-28440499136,-62304849420,6474102740,16742597851,161033000000,2544117726,144290000000,14830590730,-118840000000,18749307055,39649355107,33579897786,42193472833
France,2009,3,US dollar,-9075865905,-32324592375,30152714665,22271313556,72871404855,38231027844,50600091299,21969490691,-967456564.2,-11879477360,33672920446,10090013331,71903948291
France,2009,4,US dollar,22465021490,-26414743076,36225836729,23391150872,93298572257,21278213986,69907421385,16113812367,-122400000000,13150384270,-50379461488,29264196638,-29101247501
France,2010,1,US dollar,74519959271,53195029341,108552000000,-7950386129,81751047963,7288021629,89701434092,18170870952,-40722503835,6884798864,33740522499,25055669816,41028544128
France,2010,2,US dollar,-24716601071,-70959001341,2521612762,5333039913,84358509330,-14092804207,79025469417,21088320365,-129115000000,-3698398193,-30663890149,17389922172,-44756694355
France,2010,3,US dollar,85046260833,98198560697,76783108871,-11756137587,-43664548028,11069144541,-31908410441,6541231835,60441439699,15609266606,5707747130,22150498441,16776891671
France,2010,4,US dollar,9276176576,-3168149127,71724326122,9359867722,-6658948430,13959798819,-16018816152,-12129329378,-44222739027,20093771936,-64841486275,7964442557,-50881687456
France,2011,1,US dollar,26934467979,-9344120427,52922136033,16426738791,64409770480,-32268964584,47983031689,-11773295524,-31676896181,7137625146,65001838882,-4635670378,32732874298
France,2011,2,US dollar,39723643204,27921877815,93573471007,4272279788,108835000000,22654603284,104563000000,12439875675,-100985000000,13904875152,-14804516276,26344750828,7850087008
France,2011,3,US dollar,92233774605,-127461000000,62185571707,-7336741806,-28792450207,-5934432032,-21455708401,18499689486,-77914503674,-686553955.5,-100773000000,17813135530,-106707000000
France,2011,4,US dollar,-73585356636,-139069000000,-115093000000,-5011382175,-39305054905,-38112737462,-34293672730,1111292014,-124535000000,23849864784,-125727000000,24961156798,-163840000000
France,2012,1,US dollar,-7530678577,9040746762,33280487100,697357876.9,38209181869,8218860692,37510513169,-5290481938,-41233250708,21105562362,-11242929531,15815080423,-3024068838
France,2012,2,US dollar,-46820559319,-29095944494,-6303309740,3650768337,21033243765,-6558312513,17382475427,3721246490,-44329476958,14536439458,-16737920681,18257685948,-23296233194
France,2012,3,US dollar,-59740438457,-9298069205,-83393816335,5183514175,-40340392760,17184612238,-45523906935,10333271746,44900034872,-3903263689,-12624970126,6431258302,4559642112
France,2012,4,US dollar,-35638331025,-55877127075,-12422326125,27531401700,9996212119,33787949044,-17535189581,10306121925,-11950329600,1205925188,-35740769831,11510750419,-1954117481
France,2013,1,US dollar,68479633713,91817129656,82956369165,6268629827,60399893231,22565720337,54131263403,15998496285,13007271527,12565124927,50841444421,28563753276,73407164758
France,2013,2,US dollar,22667692605,-27142581320,11316146862,7046467154,39346573900,3743790807,32300106746,-2310332089,-11283752315,2508095576,24318900155,197763486.3,28062690962
France,2013,3,US dollar,-40292112158,-13115858476,-31637147182,12994960953,44086414056,23028925718,31091453104,-8023596529,-29701992302,11903440378,-8644503963,3879843848,14384289337
France,2013,4,US dollar,-118636000000,-134397000000,-123347000000,29599947223,13792848643,14155958024,-15806962482,-6749642662,-45160980676,6484932113,-45524090057,-264710549.2,-31368132033
France,2014,1,US dollar,104116000000,80843746478,93292192455,2090058044,116262000000,-9767665760,114172000000,24583246283,-53846798169,7143451335,72182606206,31726697618,62415077409
France,2014,2,US dollar,38740615517,18589276263,40639962363,13198630198,55759328139,23700634844,42560697941,3494726901,3369822189,4870186914,35428378377,8364913815,59129013220
France,2014,3,US dollar,25073878096,55232203197,44023540636,-5697120417,2786060097,5639591152,8483047958,18665065003,-31571768760,-10946864640,-34425299815,7718200363,-28785708662
France,2014,4,US dollar,-34558224434,-23947257656,-40555162266,13505264473,-37727854102,-8021246484,-51233118574,9807342363,35690172539,3996875391,5983564922,13804217754,-2037806543
France,2015,1,US dollar,127523000000,171256000000,125461000000,24057226786,95675633157,16094158029,71618406371,56422122043,-27596355943,5665286871,51985119186,62087408914,68079277214
France,2015,2,US dollar,-101761000000,-76446508592,-94895249477,16445105675,-7422447184,15895896531,-23867552859,3634794105,20601808730,14353822477,-2716645512,17988727108,13179251019
France,2015,3,US dollar,-19349491065,20020483005,-14745926085,-10607030805,-34467264075,-22408640700,-23860233270,-17688018975,36738142695,9890683545,24679519320,-7797335430,2270878620
France,2015,4,US dollar,-70628535554,-38282999197,-72728388673,-12210735698,-45149689758,3594569138,-32938844533,-6238005139,25158260042,13223532578,-23585889326,6985527439,-19991429715
France,2016,1,US dollar,96902102745,102615000000,107813000000,-25370941133,18702758653,-7793982385,44073699786,-15040382573,48269772903,31899390423,74766513941,16859007850,66972531555
France,2016,2,US dollar,101788000000,107236000000,93339322110,12588377297,18633513082,981079702.2,6045135784,24316051384,-8808487694,4968409845,8843945685,29284461229,9825025387
France,2016,3,US dollar,33995651784,21693752428,41234756216,10690045701,21537871049,20704419322,10847825348,5942921735,-6149274735,-2566906258,-5315823008,3376127140,15388596314
France,2016,4,US dollar,-32943113543,-29470096477,-32533006430,13838552578,-43273043859,4266257660,-57111596438,21979410750,16317321539,1322463270,-31221979980,23301874020,-26955722320
